120.198.233.71 - - [22/Dec/2014:00:01:22 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.045"
101.4.32.82 - - [22/Dec/2014:21:07:07 +0800] "GET /mobile/js/mobile.js HTTP/1.1" 200 1466 "http://www.17chang.com/mobile/?code=011680a3d86246b1bfdba56ee73f38bQ&state=" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.000"
101.4.32.82 - - [22/Dec/2014:21:07:08 +0800] "GET /mobile/js/angular.min.js HTTP/1.1" 200 40737 "http://www.17chang.com/mobile/?code=011680a3d86246b1bfdba56ee73f38bQ&state=" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.901"
101.4.32.82 - - [22/Dec/2014:21:07:11 +0800] "GET /mobile/api.php?action=getcity&a=116.30913112689396&b=40.024589865444284 HTTP/1.1" 200 308 "http://www.17chang.com/mobile/?code=011680a3d86246b1bfdba56ee73f38bQ&state=" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.051"
101.4.32.82 - - [22/Dec/2014:21:07:12 +0800] "POST /mobile/api.php HTTP/1.1" 200 3305 "http://www.17chang.com/mobile/?code=011680a3d86246b1bfdba56ee73f38bQ&state=" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.261"
175.8.209.90 - - [22/Dec/2014:21:09:16 +0800] "GET /app/yiqichang_spread.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.181"
27.115.86.138 - - [22/Dec/2014:21:10:48 +0800] "GET / HTTP/1.1" 301 178 "http://itjuzi.com/company/1472" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:48 +0800] "GET / HTTP/1.1" 200 1347 "http://itjuzi.com/company/1472" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.001"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.039"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:10:49 +0800] "GET /js/game.js HTTP/1.1" 200 917 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.000"
27.115.86.138 - - [22/Dec/2014:21:11:09 +0800] "GET /contact.php HTTP/1.1" 200 2062 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" "-""0.001"
222.26.160.148 - - [22/Dec/2014:21:11:32 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.049"
111.23.4.4 - - [22/Dec/2014:21:20:20 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.051"
115.238.46.235 - - [22/Dec/2014:21:21:38 +0800] "GET /faxian/detail.html?faid=108 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
115.238.46.235 - - [22/Dec/2014:21:21:38 +0800] "GET /faxian/css/detail.main.css HTTP/1.1" 200 11916 "http://17chang.com/faxian/detail.html?faid=108" "yiqichang ios" "-""0.000"
115.238.46.235 - - [22/Dec/2014:21:21:38 +0800] "GET /app.php?id=108 HTTP/1.1" 200 2810 "http://17chang.com/faxian/detail.html?faid=108" "yiqichang ios" "-""0.007"
115.238.46.235 - - [22/Dec/2014:21:21:38 +0800] "GET /faxian/img/sprites-1.2@2x.png HTTP/1.1" 404 136 "http://17chang.com/faxian/detail.html?faid=108" "yiqichang ios" "-""0.000"
124.165.216.134 - - [22/Dec/2014:21:23:17 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
124.165.216.134 - - [22/Dec/2014:21:23:18 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.133"
58.242.249.12 - - [22/Dec/2014:21:23:28 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
58.242.249.12 - - [22/Dec/2014:21:23:28 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.071"
222.64.46.97 - - [22/Dec/2014:21:24:15 +0800] "GET /images/email_logo.png HTTP/1.1" 304 0 "http://mail.yiqiding.com/cgi-bin/readmail?folderid=1&t=readmail&mailid=ZC3422-OxDwlU~m5krd~GM3p69SY4c&mode=pre&maxage=3600&base=10.3110&ver=11952&sid=Y0gR2wEa9FjAoDtv,7" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.2.2000 Chrome/30.0.1599.101 Safari/537.36" "-""0.000"
115.238.46.235 - - [22/Dec/2014:21:24:31 +0800] "GET /faxian/detail.html?faid=102 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
115.238.46.235 - - [22/Dec/2014:21:24:31 +0800] "GET /app.php?id=102 HTTP/1.1" 200 2085 "http://17chang.com/faxian/detail.html?faid=102" "yiqichang ios" "-""0.006"
115.238.46.235 - - [22/Dec/2014:21:24:31 +0800] "GET /faxian/img/sprites-1.2@2x.png HTTP/1.1" 404 136 "http://17chang.com/faxian/detail.html?faid=102" "yiqichang ios" "-""0.000"
111.1.53.201 - - [22/Dec/2014:21:24:34 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
111.1.53.201 - - [22/Dec/2014:21:24:34 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.094"
111.7.224.26 - - [22/Dec/2014:21:25:42 +0800] "GET /ios/privacy.html HTTP/1.1" 200 6992 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B206" "-""0.000"
183.33.24.223 - - [22/Dec/2014:21:26:07 +0800] "GET /ios/privacy.html HTTP/1.1" 200 6992 "-" "Mozilla/5.0 (Linux; Android 4.4.2; 2014501 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36" "-""0.000"
183.33.24.223 - - [22/Dec/2014:21:28:44 +0800] "GET /download/index.php?from=android&source=android HTTP/1.1" 302 54 "-" "Mozilla/5.0 (Linux; Android 4.4.2; 2014501 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36" "-""0.001"
183.33.24.223 - - [22/Dec/2014:21:28:55 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 57346 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; 2014501 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.0.1" "-""0.531"
183.33.24.223 - - [22/Dec/2014:21:28:56 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 18466 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; 2014501 MIUI/KHHCNBH12.0)" "-""1.254"
183.213.10.72 - - [22/Dec/2014:21:31:45 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.032"
222.216.105.246 - - [22/Dec/2014:21:33:58 +0800] "GET /download/index.php?from=android&source=android HTTP/1.1" 302 54 "-" "Mozilla/5.0 (Linux; Android 4.4.2; HTC D816w Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36" "-""0.001"
222.216.105.246 - - [22/Dec/2014:21:34:13 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 18466 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; HTC D816w Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/537.36" "-""0.286"
180.173.117.103 - - [22/Dec/2014:21:35:32 +0800] "GET /download/index.php?from=android&source=android HTTP/1.1" 302 54 "-" "Mozilla/5.0 (Linux; U; Android 4.2.2; zh-cn; Coolpad 8297 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "-""0.001"
180.173.117.103 - - [22/Dec/2014:21:35:33 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 17946 "-" "Mozilla/5.0 (Linux; U; Android 4.2.1; zh-cn; Coolpad8297_CMCC_TD/1.0 Android/4.2.1 Release/02.20.2014 Browser/AppleWebKit534.30 Profile/MIDP-1.0 Configuration/CLDC-1.0) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.2 Mobile Safari/534.30" "-""0.016"
205.203.99.34 - - [22/Dec/2014:21:37:49 +0800] "GET /about.php HTTP/1.1" 200 6191 "-" "Mozilla/4.0 (compatible;)" "-""0.001"
112.117.19.189 - - [22/Dec/2014:21:38:52 +0800] "GET /faxian/detail.html?faid=113 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:38:53 +0800] "GET /faxian/css/detail.main.css HTTP/1.1" 200 11916 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:38:53 +0800] "GET /app.php?id=113 HTTP/1.1" 200 3260 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.006"
112.117.19.189 - - [22/Dec/2014:21:38:53 +0800] "GET /faxian/img/sprites-1.2@2x.png HTTP/1.1" 404 136 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:39:11 +0800] "GET /faxian/detail.html?faid=108 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:39:11 +0800] "GET /app.php?id=108 HTTP/1.1" 200 2810 "http://17chang.com/faxian/detail.html?faid=108" "yiqichang ios" "-""0.006"
112.117.19.189 - - [22/Dec/2014:21:39:11 +0800] "GET /faxian/img/sprites-1.2@2x.png HTTP/1.1" 404 136 "http://17chang.com/faxian/detail.html?faid=108" "yiqichang ios" "-""0.000"
111.161.114.41 - - [22/Dec/2014:21:39:41 +0800] "GET /faxian/detail.html?faid=113 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
111.161.114.41 - - [22/Dec/2014:21:39:42 +0800] "GET /faxian/css/detail.main.css HTTP/1.1" 200 11916 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.000"
111.161.114.41 - - [22/Dec/2014:21:39:42 +0800] "GET /app.php?id=113 HTTP/1.1" 200 3260 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.006"
111.161.114.41 - - [22/Dec/2014:21:39:42 +0800] "GET /faxian/img/sprites-1.2@2x.png HTTP/1.1" 404 136 "http://17chang.com/faxian/detail.html?faid=113" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:39:50 +0800] "GET /faxian/detail.html?faid=104 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
112.117.19.189 - - [22/Dec/2014:21:39:51 +0800] "GET /app.php?id=104 HTTP/1.1" 200 1714 "http://17chang.com/faxian/detail.html?faid=104" "yiqichang ios" "-""0.006"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET / HTTP/1.1" 302 14748 "http://m.baidu.com/s?tn=zbios&pu=sz%401320_480%2Ccuid%40CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA%2Ccua%40640_1136_iphone_6.2.0.0_0%2Ccut%40iPhone6%252C2_8.1.2%2Cosname%40baiduboxapp%2Cctv%401%2Ccfrom%401099a%2Ccsrc%40app_box_txt&bd_page_type=1&word=2wDhYtL%2B6VnIHXb1i62SPyH4Yj28GXBgSOFlTzXSKiTRPugNY0wd1PxW6%2F23nt2KY7y1h2UeOI%2FousoZH2HuBQ%3D%3D&cki=1&network=1_0&from=1099a" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.001"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile HTTP/1.1" 301 178 "http://m.baidu.com/s?tn=zbios&pu=sz%401320_480%2Ccuid%40CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA%2Ccua%40640_1136_iphone_6.2.0.0_0%2Ccut%40iPhone6%252C2_8.1.2%2Cosname%40baiduboxapp%2Cctv%401%2Ccfrom%401099a%2Ccsrc%40app_box_txt&bd_page_type=1&word=2wDhYtL%2B6VnIHXb1i62SPyH4Yj28GXBgSOFlTzXSKiTRPugNY0wd1PxW6%2F23nt2KY7y1h2UeOI%2FousoZH2HuBQ%3D%3D&cki=1&network=1_0&from=1099a" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/ HTTP/1.1" 200 4652 "http://m.baidu.com/s?tn=zbios&pu=sz%401320_480%2Ccuid%40CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA%2Ccua%40640_1136_iphone_6.2.0.0_0%2Ccut%40iPhone6%252C2_8.1.2%2Cosname%40baiduboxapp%2Cctv%401%2Ccfrom%401099a%2Ccsrc%40app_box_txt&bd_page_type=1&word=2wDhYtL%2B6VnIHXb1i62SPyH4Yj28GXBgSOFlTzXSKiTRPugNY0wd1PxW6%2F23nt2KY7y1h2UeOI%2FousoZH2HuBQ%3D%3D&cki=1&network=1_0&from=1099a" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.001"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/css/style.min.css HTTP/1.1" 200 6262 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/event.js HTTP/1.1" 200 3173 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/holder.js HTTP/1.1" 200 9464 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.11.232 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/angular.min.js HTTP/1.1" 200 40737 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.9.174 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/zepto.min.js HTTP/1.1" 200 10165 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.9.174 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/touch.js HTTP/1.1" 200 2069 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.9.174 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/mobile.js HTTP/1.1" 200 1466 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.9.174 - - [22/Dec/2014:21:39:51 +0800] "GET /mobile/js/index.js HTTP/1.1" 200 764 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
111.161.114.41 - - [22/Dec/2014:21:40:04 +0800] "GET /faxian/detail.html?faid=110 HTTP/1.1" 200 4124 "-" "yiqichang ios" "-""0.000"
111.161.114.41 - - [22/Dec/2014:21:40:04 +0800] "GET /app.php?id=110 HTTP/1.1" 200 2384 "http://17chang.com/faxian/detail.html?faid=110" "yiqichang ios" "-""0.006"
14.127.11.232 - - [22/Dec/2014:21:40:06 +0800] "GET /mobile/select_city.php HTTP/1.1" 200 1660 "http://www.17chang.com/mobile/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.001"
14.127.11.232 - - [22/Dec/2014:21:40:06 +0800] "GET /mobile/js/jquery-2.1.1.min.js HTTP/1.1" 200 33184 "http://www.17chang.com/mobile/select_city.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.000"
14.127.11.232 - - [22/Dec/2014:21:40:07 +0800] "GET /mobile/api.php?action=citys HTTP/1.1" 200 827 "http://www.17chang.com/mobile/select_city.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.022"
14.127.11.232 - - [22/Dec/2014:21:40:09 +0800] "GET /mobile/api.php?action=getcity&a=114.16961095010417&b=22.564675941590504 HTTP/1.1" 200 311 "http://www.17chang.com/mobile/select_city.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.047"
14.127.11.232 - - [22/Dec/2014:21:40:11 +0800] "GET /mobile/index.php?city=%E6%B7%B1%E5%9C%B3 HTTP/1.1" 200 4665 "http://www.17chang.com/mobile/select_city.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.001"
14.127.11.232 - - [22/Dec/2014:21:40:12 +0800] "POST /mobile/api.php HTTP/1.1" 200 2630 "http://www.17chang.com/mobile/index.php?city=%E6%B7%B1%E5%9C%B3" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 baiduboxapp/0_0.0.2.6_enohpi_6311_046/2.1.8_2C2%256enohPi/1099a/CFE8C200F27D3E347738A9EF4D97C2A1E7CDA71B0OGAKRJHFCA/1" "-""0.118"
119.120.39.61 - - [22/Dec/2014:21:40:32 +0800] "GET /download HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "-""0.000"
14.17.37.68 - - [22/Dec/2014:21:40:51 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.044"
113.108.11.50 - - [22/Dec/2014:21:40:51 +0800] "GET /download HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.056"
113.108.11.50 - - [22/Dec/2014:21:40:52 +0800] "GET /download/ HTTP/1.1" 200 1701 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.057"
113.108.11.50 - - [22/Dec/2014:21:40:52 +0800] "GET /download/android.png HTTP/1.1" 200 8014 "http://yiqiding.com/download/" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.000"
113.108.11.50 - - [22/Dec/2014:21:40:52 +0800] "GET /download/text.png HTTP/1.1" 200 19943 "http://yiqiding.com/download/" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.109"
113.108.11.50 - - [22/Dec/2014:21:40:52 +0800] "GET /download/pic.png HTTP/1.1" 200 6038 "http://yiqiding.com/download/" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.000"
113.108.11.50 - - [22/Dec/2014:21:40:52 +0800] "GET /download/logo.png HTTP/1.1" 200 25789 "http://yiqiding.com/download/" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4W Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.50_r844973.501 NetType/WIFI" "119.120.39.61""0.110"
